prod_id,prod_name,site,review_title,customer_review,customer_rating,cleaned_review,is_fake
9788175994317,Complete Novel Sherlock Holmes,flipkart,,"I got the book in a good condition.
Colour and quality of the pages and cover is great. 
It has 4 novels included: 
A study in scarlet,
 The sign of the four, 
The hound of baskervilles,
 The valley o...",5.0,got book good condition colour quality pages cover great novels included study scarlet sign four hound baskervilles valley,0
9788175994317,Complete Novel Sherlock Holmes,flipkart,,"I'm in love with this book. one of my favrt. It has four novel inside it. Very interesting to read. must buy . I highly recommend this book. Good quality page, easy to understand.",5.0,im love book one favrt four novel inside interesting read must buy highly recommend book good quality page easy understand,1
9788175994317,Complete Novel Sherlock Holmes,flipkart,,One of my favorite books 📚  📚,5.0,one favorite books,1
9788175994317,Complete Novel Sherlock Holmes,flipkart,,well packed and good quality paper worth buying.,5.0,well packed good quality paper worth buying,1
9788175994317,Complete Novel Sherlock Holmes,flipkart,,Page quality is great at this price!! love this novel!! great work by sir arthur,5.0,page quality great price love novel great work sir arthur,1
9788175994317,Complete Novel Sherlock Holmes,flipkart,,"Really a great book, Everyone​ must read it.
Comprise​ of 4 novels by Sir Arthur Conan Doyle
1)A Study in Scarlet (published 1887)
2)The Sign of the Four (published 1890)
3)The Hound of the Baskervill...",5.0,really great book everyone must read comprise novels sir arthur conan doyle study scarlet published sign four published hound baskervill,0
9788175994317,Complete Novel Sherlock Holmes,flipkart,,This book is so intriguing. If anyone like to read detective stories then they can go for it. This book is definitely help u in ur life too😂. I already try to solve my friend matter with the help of ...,5.0,book intriguing anyone like read detective stories go book definitely help u ur life already try solve friend matter help,0
9788175994317,Complete Novel Sherlock Holmes,flipkart,,one of the finest book I have ever read.,4.0,one finest book ever read,1
9788175994317,Complete Novel Sherlock Holmes,flipkart,,Nice,4.0,nice,0
9788175994317,Complete Novel Sherlock Holmes,flipkart,,"Great book. The best thing about it is that it contains not only one story, but 4 whole novels. Amazing product.",5.0,great book best thing contains one story whole novels amazing product,1
9788175994317,Complete Novel Sherlock Holmes,flipkart,Good choice,The book is value for money in my opinion cause it's affordable and it's not even pirated although the corners of the book weren't at their best when I opened the packet. It's a big book about five hu...,4.0,book value money opinion cause affordable even pirated although corners book werent best opened packet big book five hu,0
9788175994317,Complete Novel Sherlock Holmes,flipkart,Terrific purchase,Absolutely fantastic!! I literally read 2 novels in 4 days!! The book just didn't let me leave it! If you are looking for something to read then you have undoubtedly landed at the right destination. G...,5.0,absolutely fantastic literally read novels days book didnt let leave looking something read undoubtedly landed right destination g,0
9788175994317,Complete Novel Sherlock Holmes,flipkart,Classy product,Great book..it is pretty thick..a must buy..the price is also reasonable,5.0,great bookit pretty thicka must buythe price also reasonable,1
9788175994317,Complete Novel Sherlock Holmes,flipkart,Really Nice,"This book is amazing.Best detective novels of all time. Especially the third novel, the hound of the Baskervilles is the best.l am still reading...",4.0,book amazingbest detective novels time especially third novel hound baskervilles bestl still reading,1
9788175994317,Complete Novel Sherlock Holmes,flipkart,Fabulous!,Delivery was on time and the condition of the book is really good 👍😊.Good book for 13 year olds.,5.0,delivery time condition book really good good book year olds,0
9788175994317,Complete Novel Sherlock Holmes,flipkart,Highly recommended,"1] Storytelling:- Very interesting stories are there.
2] Topic:- It is a complete novel of four part combine.
3]It's word and sentence are difficult to read but it's good to improve your English as we...",5.0,storytelling interesting stories topic complete novel four part combine word sentence difficult read good improve english,0
9788175994317,Complete Novel Sherlock Holmes,flipkart,Must buy!,The quality of this book is really good and worth the price,5.0,quality book really good worth price,1
9788175994317,Complete Novel Sherlock Holmes,flipkart,Excellent,WOW what A Book Just Amazing. The First 4 Sherlock Holmes Novels are In one Book Its Feels So Amazing The detective Books my Collection was More. As A Fan Of Sherlock Holmes I feel's absolutely Tremen...,5.0,wow book amazing first sherlock holmes novels one book feels amazing detective books collection fan sherlock holmes feels absolutely tremen,1
9788175994317,Complete Novel Sherlock Holmes,flipkart,Classy product,for the work of sir arthur conan doyle i'm no one to rate. and for flipkart it 5 stars. Received the book early than expected and in minty condition.,5.0,work sir arthur conan doyle im one rate flipkart stars received book early expected minty condition,1
